CHRF_RNA_0094,MF773566.1,99.881,11810,8,1,1,11810,9,11812,0.0,21726
CHRF_RNA_0094,KY057363.1,99.805,11818,17,1,1,11818,9,11820,0.0,21691
CHRF_RNA_0094,KY751908.1,99.822,11802,15,1,9,11810,1,11796,0.0,21673
CHRF_RNA_0094,MF774616.1,99.797,11797,18,1,5,11801,2,11792,0.0,21647
CHRF_RNA_0094,MF774618.1,99.788,11795,19,1,6,11800,3,11791,0.0,21638
CHRF_RNA_0094,MF774619.1,99.788,11794,19,1,7,11800,3,11790,0.0,21636
CHRF_RNA_0094,MF774617.1,99.771,11797,21,1,5,11801,3,11793,0.0,21630
CHRF_RNA_0094,MF774615.1,99.729,11797,26,1,5,11801,2,11792,0.0,21603
CHRF_RNA_0094,MF774613.1,99.771,11771,19,3,31,11800,6,11769,0.0,21581
CHRF_RNA_0094,MF774614.1,99.770,11735,20,2,65,11799,1,11728,0.0,21514
CHRF_RNA_0094,MF503628.1,99.820,11660,17,1,75,11734,1,11656,0.0,21413
CHRF_RNA_0094,KC149888.1,99.264,11818,80,1,1,11818,9,11819,0.0,21335
CHRF_RNA_0094,JX911334.1,99.264,11818,80,1,1,11818,438,12248,0.0,21335
CHRF_RNA_0094,MG049915.1,99.828,11610,14,1,21,11630,1,11604,0.0,21324
CHRF_RNA_0094,MF499120.1,99.463,11738,56,1,40,11777,1,11731,0.0,21320
CHRF_RNA_0094,FJ807896.1,99.263,11810,80,1,1,11810,9,11811,0.0,21320
CHRF_RNA_0094,FJ000065.1,99.255,11811,80,2,1,11810,10,11813,0.0,21316
CHRF_RNA_0094,EU564335.1,99.255,11810,80,2,1,11810,9,11810,0.0,21315
CHRF_RNA_0094,FJ000066.1,99.246,11810,82,1,1,11810,10,11812,0.0,21309
CHRF_RNA_0094,EF027136.1,99.255,11807,79,3,7,11811,1,11800,0.0,21307
CHRF_RNA_0094,JF274082.1,99.230,11813,84,1,6,11818,1,11806,0.0,21304
CHRF_RNA_0094,FJ000067.1,99.238,11810,83,1,1,11810,10,11812,0.0,21304
CHRF_RNA_0094,FJ000068.1,99.229,11810,84,1,1,11810,10,11812,0.0,21298
CHRF_RNA_0094,MG664850.1,99.188,11828,79,2,1,11818,9,11829,0.0,21294
CHRF_RNA_0094,FJ000064.1,99.221,11810,85,1,1,11810,5,11807,0.0,21292
CHRF_RNA_0094,FJ000062.1,99.221,11810,85,1,1,11810,10,11812,0.0,21292
CHRF_RNA_0094,HQ456255.1,99.188,11818,89,1,1,11818,9,11819,0.0,21285
CHRF_RNA_0094,GU189061.1,99.188,11818,89,1,1,11818,9,11819,0.0,21285
CHRF_RNA_0094,AB455493.1,99.188,11818,89,1,1,11818,9,11819,0.0,21285
CHRF_RNA_0094,AB455494.1,99.179,11818,90,1,1,11818,9,11819,0.0,21280
CHRF_RNA_0094,MG925665.1,99.395,11738,64,1,40,11777,1,11731,0.0,21276
CHRF_RNA_0094,HQ456251.1,99.171,11818,91,1,1,11818,9,11819,0.0,21274
CHRF_RNA_0094,FJ000063.1,99.187,11810,89,1,1,11810,10,11812,0.0,21270
CHRF_RNA_0094,EF027134.1,99.245,11787,80,3,12,11797,1,11779,0.0,21265
CHRF_RNA_0094,HQ456254.1,99.154,11818,93,1,1,11818,9,11819,0.0,21263
CHRF_RNA_0094,FJ445510.2,99.187,11807,87,3,7,11811,1,11800,0.0,21263
CHRF_RNA_0094,DQ443544.2,99.145,11818,94,1,1,11818,9,11819,0.0,21263
CHRF_RNA_0094,FJ000069.1,99.170,11810,91,1,1,11810,10,11812,0.0,21259
CHRF_RNA_0094,HQ456253.1,99.137,11818,95,1,1,11818,9,11819,0.0,21256
CHRF_RNA_0094,EF027137.1,99.261,11774,80,1,7,11780,1,11767,0.0,21254
CHRF_RNA_0094,HQ456252.1,99.137,11818,95,1,1,11818,9,11819,0.0,21252
CHRF_RNA_0094,EU224268.1,99.137,11818,95,1,1,11818,9,11819,0.0,21252
CHRF_RNA_0094,HM045794.1,99.219,11781,85,1,10,11790,1,11774,0.0,21241
CHRF_RNA_0094,FN295487.2,99.120,11817,97,1,1,11817,9,11818,0.0,21239
CHRF_RNA_0094,FJ959103.1,99.112,11819,97,2,1,11818,9,11820,0.0,21237
CHRF_RNA_0094,KT324227.1,99.111,11817,98,1,1,11817,9,11818,0.0,21233
CHRF_RNA_0094,EF012359.1,99.144,11805,94,1,1,11805,9,11806,0.0,21233
CHRF_RNA_0094,FJ807898.1,99.128,11810,96,1,1,11810,9,11811,0.0,21232
CHRF_RNA_0094,LC259093.1,99.103,11818,99,1,1,11818,9,11819,0.0,21230
CHRF_RNA_0094,EF027138.1,99.269,11757,79,1,6,11762,1,11750,0.0,21228
CHRF_RNA_0094,KY575567.1,99.244,11765,82,1,20,11784,1,11758,0.0,21226
CHRF_RNA_0094,GQ428211.1,99.227,11771,84,1,12,11782,1,11764,0.0,21226
CHRF_RNA_0094,EF210157.2,99.219,11774,83,3,1,11774,9,11773,0.0,21224
CHRF_RNA_0094,KY575568.1,99.235,11765,83,1,20,11784,1,11758,0.0,21220
CHRF_RNA_0094,GU301781.1,99.111,11810,98,1,1,11810,9,11811,0.0,21220
CHRF_RNA_0094,FJ807899.1,99.094,11810,100,1,1,11810,9,11811,0.0,21209
CHRF_RNA_0094,KC614648.1,99.144,11797,82,3,14,11810,1,11778,0.0,21208
CHRF_RNA_0094,KC862329.1,99.069,11818,103,1,1,11818,9,11819,0.0,21208
CHRF_RNA_0094,KX619426.1,99.351,11715,69,1,29,11743,1,11708,0.0,21206
CHRF_RNA_0094,KP003809.1,99.118,11798,97,1,13,11810,1,11791,0.0,21204
CHRF_RNA_0094,HM045799.1,99.210,11765,86,1,12,11776,1,11758,0.0,21204
CHRF_RNA_0094,HM045801.1,99.185,11772,89,1,12,11783,1,11765,0.0,21200
CHRF_RNA_0094,FJ445484.2,99.118,11797,95,3,17,11811,1,11790,0.0,21200
CHRF_RNA_0094,EU244823.2,99.143,11787,94,1,1,11787,9,11788,0.0,21200
CHRF_RNA_0094,MF773568.1,99.077,11810,102,1,1,11810,9,11811,0.0,21198
CHRF_RNA_0094,GU301780.1,99.077,11810,102,1,1,11810,9,11811,0.0,21198
CHRF_RNA_0094,GU301779.1,99.069,11810,103,1,1,11810,9,11811,0.0,21193
CHRF_RNA_0094,EU372006.1,99.159,11774,90,3,1,11774,9,11773,0.0,21185
CHRF_RNA_0094,GU199351.1,99.101,11792,98,2,1,11792,10,11793,0.0,21182
CHRF_RNA_0094,EF027135.1,99.259,11735,79,2,25,11758,1,11728,0.0,21182
CHRF_RNA_0094,MF773567.1,99.043,11810,106,1,1,11810,9,11811,0.0,21176
CHRF_RNA_0094,KJ796844.1,99.150,11771,93,1,12,11782,1,11764,0.0,21176
CHRF_RNA_0094,GQ428210.1,99.150,11771,93,1,12,11782,1,11764,0.0,21176
